"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","cashier_1","conscious_1","soul_1","susp","what","exclude","Block8_DO_cashier","Block8_DO_conscious","Block8_DO_soul","I","P","H"
"2022-04-20 16:28","2022-04-20 16:28",0,100,30,1,"2022-04-20 16:28","R_1hHgsU11OOoHVeI",NA,NA,NA,NA,"anonymous","EN",2,6,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:28","2022-04-20 16:29",0,100,49,1,"2022-04-20 16:29","R_Za8y2Q6NCuUL6O5",NA,NA,NA,NA,"anonymous","EN",0,2,1,1,"The fact that I was asked if I found anything suspicious.",0,2,3,4,NA,1,NA
"2022-04-20 16:29","2022-04-20 16:30",0,100,32,1,"2022-04-20 16:30","R_3fPqTpv6QesXamb",NA,NA,NA,NA,"anonymous","EN",0,3,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:31","2022-04-20 16:31",0,100,21,1,"2022-04-20 16:31","R_2xVGfK5afq4rkIy",NA,NA,NA,NA,"anonymous","EN",8,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:31","2022-04-20 16:32",0,100,23,1,"2022-04-20 16:32","R_PMrFNlKvU0ZTEGt",NA,NA,NA,NA,"anonymous","EN",1,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:32","2022-04-20 16:32",0,100,23,1,"2022-04-20 16:32","R_3siME7hl8xbbarn",NA,NA,NA,NA,"anonymous","EN",6,3,2,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:32","2022-04-20 16:32",0,100,17,1,"2022-04-20 16:32","R_31bGPqEiV2zr459",NA,NA,NA,NA,"anonymous","EN",3,3,2,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:32","2022-04-20 16:32",0,100,51,1,"2022-04-20 16:32","R_3GjF5Mrmf4Bbf89",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:32","2022-04-20 16:33",0,100,52,1,"2022-04-20 16:33","R_1daFjm2UtwCXa1u",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:32","2022-04-20 16:33",0,100,44,1,"2022-04-20 16:33","R_1QA4UlfxEVWNkbb",NA,NA,NA,NA,"anonymous","EN",6,1,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:34","2022-04-20 16:34",0,100,30,1,"2022-04-20 16:34","R_qVEjLAE9bdn1i4V",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:34","2022-04-20 16:35",0,100,25,1,"2022-04-20 16:35","R_3pg6uW0MxAFsiHh",NA,NA,NA,NA,"anonymous","EN",1,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:35","2022-04-20 16:36",0,100,15,1,"2022-04-20 16:36","R_3HOG0bgbXhFgRI3",NA,NA,NA,NA,"anonymous","EN",2,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:36","2022-04-20 16:36",0,100,28,1,"2022-04-20 16:36","R_yJxwmGGOU2HcmS5",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:35","2022-04-20 16:37",0,100,80,1,"2022-04-20 16:37","R_3Do2H5giAT31G5K",NA,NA,NA,NA,"anonymous","EN",0,1,0,1,"Motivation for asking about non-independent AI Bots. Their programming is controlled by the company.",0,2,3,4,1,NA,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,14,1,"2022-04-20 16:37","R_2TufKZv5jR4wM07",NA,NA,NA,NA,"anonymous","EN",9,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,27,1,"2022-04-20 16:37","R_0Nvt1vYh2tjNSzD",NA,NA,NA,NA,"anonymous","EN",7,2,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,14,1,"2022-04-20 16:37","R_4PkQ7o5ubCrSQ6Z",NA,NA,NA,NA,"anonymous","EN",8,5,2,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,24,1,"2022-04-20 16:38","R_3ZTvH7l5uvbErex",NA,NA,NA,NA,"anonymous","EN",7,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,24,1,"2022-04-20 16:38","R_2zTLy2xyCIhQNzP",NA,NA,NA,NA,"anonymous","EN",8,6,2,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:37","2022-04-20 16:37",0,100,36,1,"2022-04-20 16:38","R_3fxwlbHij6VPQY4",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"phrasing, intro implied it was a person, then Q1 was like employed THIS",0,2,3,4,NA,NA,1
"2022-04-20 16:37","2022-04-20 16:38",0,100,48,1,"2022-04-20 16:38","R_51PnV5nswKM4IvL",NA,NA,NA,NA,"anonymous","EN",9,9,10,1,"sometimes it seems like words were missing from the questions",0,2,3,4,NA,NA,1
"2022-04-20 16:37","2022-04-20 16:38",0,100,30,1,"2022-04-20 16:38","R_2U9skVOUf2u5CPh",NA,NA,NA,NA,"anonymous","EN",10,8,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:38","2022-04-20 16:38",0,100,20,1,"2022-04-20 16:38","R_3PpiaMP9gftj0eo",NA,NA,NA,NA,"anonymous","EN",1,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:38","2022-04-20 16:38",0,100,34,1,"2022-04-20 16:38","R_3Eyf15z68B8Mi5Q",NA,NA,NA,NA,"anonymous","EN",8,5,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:38","2022-04-20 16:39",0,100,16,1,"2022-04-20 16:39","R_1I4y5pM8dTTN0I1",NA,NA,NA,NA,"anonymous","EN",7,6,5,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:37","2022-04-20 16:39",0,100,99,1,"2022-04-20 16:39","R_2TTViPAcvS5fxxj",NA,NA,NA,NA,"anonymous","EN",8,10,9,1,"You referred to the woman as ""this"".",0,2,3,4,NA,NA,1
"2022-04-20 16:39","2022-04-20 16:39",0,100,21,1,"2022-04-20 16:39","R_1CpQ0hKtIAvny5s",NA,NA,NA,NA,"anonymous","EN",8,2,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:38","2022-04-20 16:40",0,100,64,1,"2022-04-20 16:40","R_1KxO6dBPsUsbqFD",NA,NA,NA,NA,"anonymous","EN",9,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:40","2022-04-20 16:40",0,100,37,1,"2022-04-20 16:40","R_2Brqmx8clT6BELd",NA,NA,NA,NA,"anonymous","EN",6,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:40","2022-04-20 16:41",0,100,28,1,"2022-04-20 16:41","R_1kIkq43vRxsQAXC",NA,NA,NA,NA,"anonymous","EN",7,4,1,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:40","2022-04-20 16:41",0,100,47,1,"2022-04-20 16:41","R_2bPnxLrS8fB9x3n",NA,NA,NA,NA,"anonymous","EN",8,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:40","2022-04-20 16:41",0,100,17,1,"2022-04-20 16:41","R_2BsUK4vFpRF8oXx",NA,NA,NA,NA,"anonymous","EN",3,1,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:40","2022-04-20 16:41",0,100,26,1,"2022-04-20 16:41","R_OPCG5vfeufVG4PT",NA,NA,NA,NA,"anonymous","EN",4,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:41","2022-04-20 16:41",0,100,31,1,"2022-04-20 16:41","R_1rHti7KOLSpLZX6",NA,NA,NA,NA,"anonymous","EN",0,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:42","2022-04-20 16:42",0,100,25,1,"2022-04-20 16:42","R_1juF7CiugfBQ8LY",NA,NA,NA,NA,"anonymous","EN",2,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:42","2022-04-20 16:43",0,100,23,1,"2022-04-20 16:43","R_3rdhym7yQP6V9cZ",NA,NA,NA,NA,"anonymous","EN",8,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:42","2022-04-20 16:43",0,100,40,1,"2022-04-20 16:43","R_3Gwi8kZJHYRVSn5",NA,NA,NA,NA,"anonymous","EN",1,5,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:43","2022-04-20 16:44",0,100,71,1,"2022-04-20 16:44","R_3RdVTaykga8Elxr",NA,NA,NA,NA,"anonymous","EN",9,10,10,1,"I found asking if someone has a soul based on solely an image suspicious.",0,2,3,4,NA,NA,1
"2022-04-20 16:44","2022-04-20 16:44",0,100,26,1,"2022-04-20 16:44","R_dmVdPpVWc9RtGiR",NA,NA,NA,NA,"anonymous","EN",5,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:44","2022-04-20 16:45",0,100,24,1,"2022-04-20 16:45","R_1pVXbY9NzMHZtlK",NA,NA,NA,NA,"anonymous","EN",8,0,NA,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:45","2022-04-20 16:45",0,100,29,1,"2022-04-20 16:45","R_11dUlc9S9nW1jye",NA,NA,NA,NA,"anonymous","EN",9,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:45","2022-04-20 16:45",0,100,41,1,"2022-04-20 16:45","R_1PbI5jPm17vdMMJ",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"There was no mention of who/what the person was, ie: no ""human""",0,2,3,4,NA,NA,1
"2022-04-20 16:45","2022-04-20 16:45",0,100,47,1,"2022-04-20 16:45","R_27s1QZXh51DEYlQ",NA,NA,NA,NA,"anonymous","EN",0,5,4,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:45","2022-04-20 16:46",0,100,26,1,"2022-04-20 16:46","R_3PN1eQ1p0WNYJqT",NA,NA,NA,NA,"anonymous","EN",8,2,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:46","2022-04-20 16:46",0,100,15,1,"2022-04-20 16:46","R_3qJcXyFpCQQNnfm",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:46","2022-04-20 16:47",0,100,56,1,"2022-04-20 16:47","R_DrcujoErDzQ81Yl",NA,NA,NA,NA,"anonymous","EN",5,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:46","2022-04-20 16:47",0,100,52,1,"2022-04-20 16:47","R_2uUGanRb56FUCXL",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:46","2022-04-20 16:47",0,100,26,1,"2022-04-20 16:47","R_33Dtdag1mN6a9QZ",NA,NA,NA,NA,"anonymous","EN",3,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:46","2022-04-20 16:47",0,100,40,1,"2022-04-20 16:47","R_3gL2wzqr96vQBEY",NA,NA,NA,NA,"anonymous","EN",4,6,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:46","2022-04-20 16:47",0,100,35,1,"2022-04-20 16:47","R_2uPVfWGU5xbEk6h",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:46","2022-04-20 16:47",0,100,36,1,"2022-04-20 16:47","R_1H1aJys5kMFwlCv",NA,NA,NA,NA,"anonymous","EN",0,3,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:47","2022-04-20 16:48",0,100,26,1,"2022-04-20 16:48","R_3rIozeWV7xULgAr",NA,NA,NA,NA,"anonymous","EN",9,8,6,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:45","2022-04-20 16:48",0,100,184,1,"2022-04-20 16:48","R_3Hv56iViDwMdH6u",NA,NA,NA,NA,"anonymous","EN",7,4,6,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:48","2022-04-20 16:48",0,100,16,1,"2022-04-20 16:48","R_3PMhJQ3Kg7tTWP3",NA,NA,NA,NA,"anonymous","EN",4,1,1,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:48","2022-04-20 16:49",0,100,37,1,"2022-04-20 16:49","R_1DqLsPhXPlwyL6N",NA,NA,NA,NA,"anonymous","EN",5,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:49","2022-04-20 16:49",0,100,44,1,"2022-04-20 16:49","R_1DCJ7DMWzi9ByR6",NA,NA,NA,NA,"anonymous","EN",7,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:49","2022-04-20 16:50",0,100,36,1,"2022-04-20 16:50","R_2snr73sXmBquOnn",NA,NA,NA,NA,"anonymous","EN",7,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:49","2022-04-20 16:50",0,100,20,1,"2022-04-20 16:50","R_3EhE77ABhsSJ974",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:50","2022-04-20 16:50",0,100,37,1,"2022-04-20 16:50","R_AO49mbNMlF3oGdz",NA,NA,NA,NA,"anonymous","EN",10,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:50","2022-04-20 16:51",0,100,36,1,"2022-04-20 16:51","R_1BXhrAU8xBMltP2",NA,NA,NA,NA,"anonymous","EN",10,10,0,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:50","2022-04-20 16:51",0,100,24,1,"2022-04-20 16:51","R_2aQeO95XFuTjEoJ",NA,NA,NA,NA,"anonymous","EN",3,3,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:51","2022-04-20 16:52",0,100,18,1,"2022-04-20 16:52","R_30jUbTDadHHpnTV",NA,NA,NA,NA,"anonymous","EN",8,10,5,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:51","2022-04-20 16:52",0,100,24,1,"2022-04-20 16:52","R_1obrPgQrZTfmaNS",NA,NA,NA,NA,"anonymous","EN",2,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:51","2022-04-20 16:52",0,100,31,1,"2022-04-20 16:52","R_1P1Ky5jpfrvRzGy",NA,NA,NA,NA,"anonymous","EN",2,1,1,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:52","2022-04-20 16:53",0,100,23,1,"2022-04-20 16:53","R_3PC9I3Am5MLxvrK",NA,NA,NA,NA,"anonymous","EN",5,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:53","2022-04-20 16:53",0,100,17,1,"2022-04-20 16:53","R_3oLzLntiMMmBgTv",NA,NA,NA,NA,"anonymous","EN",1,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:53","2022-04-20 16:53",0,100,29,1,"2022-04-20 16:53","R_2E5ovAGlxfCWRQd",NA,NA,NA,NA,"anonymous","EN",4,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:52","2022-04-20 16:54",0,100,72,1,"2022-04-20 16:54","R_WqAceNzPtCBTdnz",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 16:54","2022-04-20 16:54",0,100,25,1,"2022-04-20 16:54","R_3MzLxM4ygmhOX2Z",NA,NA,NA,NA,"anonymous","EN",4,1,1,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:53","2022-04-20 16:54",0,100,42,1,"2022-04-20 16:54","R_1Du00N3cjecMDlN",NA,NA,NA,NA,"anonymous","EN",0,0,0,1,"You're trying to gauge our reactions for this creepy robot substitution that's coming soon.",0,2,3,4,1,NA,NA
"2022-04-20 16:53","2022-04-20 16:54",0,100,34,1,"2022-04-20 16:54","R_3prIf8fM50K3aRk",NA,NA,NA,NA,"anonymous","EN",2,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:53","2022-04-20 16:54",0,100,57,1,"2022-04-20 16:54","R_2sX90YQKpXMhqSS",NA,NA,NA,NA,"anonymous","EN",5,8,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:39","2022-04-20 16:55",0,100,933,1,"2022-04-20 16:55","R_3HMKlexHyNSiXwB",NA,NA,NA,NA,"anonymous","EN",9,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:54","2022-04-20 16:55",0,100,48,1,"2022-04-20 16:55","R_29tsKyz8LLJ3RfS",NA,NA,NA,NA,"anonymous","EN",7,1,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:54","2022-04-20 16:55",0,100,25,1,"2022-04-20 16:55","R_1r2EDPgNBRKNieM",NA,NA,NA,NA,"anonymous","EN",5,3,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:54","2022-04-20 16:55",0,100,36,1,"2022-04-20 16:55","R_1DSyfI7DyaK3Bzx",NA,NA,NA,NA,"anonymous","EN",6,7,6,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:54","2022-04-20 16:56",0,100,75,1,"2022-04-20 16:56","R_2as16edEwJa9pnP",NA,NA,NA,NA,"anonymous","EN",8,2,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:56","2022-04-20 16:56",0,100,15,1,"2022-04-20 16:56","R_2foB0HRPx9MkrXy",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:55","2022-04-20 16:57",0,100,83,1,"2022-04-20 16:57","R_3Kr7Uh2MsLiTifI",NA,NA,NA,NA,"anonymous","EN",9,6,7,1,"Vagueness of ""this"" in the consciousness and soul questions.",0,2,3,4,NA,NA,1
"2022-04-20 16:56","2022-04-20 16:57",0,100,32,1,"2022-04-20 16:57","R_DwqfI3ziWyP4JuV",NA,NA,NA,NA,"anonymous","EN",2,2,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:55","2022-04-20 16:57",0,100,84,1,"2022-04-20 16:57","R_6MC5utz71hJdmSd",NA,NA,NA,NA,"anonymous","EN",1,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:57","2022-04-20 16:58",0,100,28,1,"2022-04-20 16:58","R_1CmxqlkSDH5zMPT",NA,NA,NA,NA,"anonymous","EN",7,2,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 16:58","2022-04-20 16:58",0,100,30,1,"2022-04-20 16:58","R_2QMVesE6LOyCIne",NA,NA,NA,NA,"anonymous","EN",3,8,2,2,"",0,2,3,4,NA,1,NA
"2022-04-20 16:59","2022-04-20 17:00",0,100,90,1,"2022-04-20 17:00","R_9Tta4fJN0PUaqQN",NA,NA,NA,NA,"anonymous","EN",10,10,0,1,"It seemed as if the questions were about a non-human entity. ",0,2,3,4,NA,NA,1
"2022-04-20 16:59","2022-04-20 17:00",0,100,51,1,"2022-04-20 17:00","R_1OvssuSLLOphToJ",NA,NA,NA,NA,"anonymous","EN",5,1,1,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:00","2022-04-20 17:01",0,100,27,1,"2022-04-20 17:01","R_2BzYpH2NsopPpHL",NA,NA,NA,NA,"anonymous","EN",7,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:01","2022-04-20 17:01",0,100,33,1,"2022-04-20 17:01","R_QoFXADtHv0nJ0xX",NA,NA,NA,NA,"anonymous","EN",2,1,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:00","2022-04-20 17:01",0,100,51,1,"2022-04-20 17:01","R_1hMdFheQPsivcql",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 17:00","2022-04-20 17:01",0,100,71,1,"2022-04-20 17:01","R_SOcJuQwcuTUQkvL",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"Why was the lady referred to as ""this?""",0,2,3,4,NA,NA,1
"2022-04-20 17:01","2022-04-20 17:01",0,100,33,1,"2022-04-20 17:01","R_2uBYcPIUatsrN62",NA,NA,NA,NA,"anonymous","EN",8,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:01","2022-04-20 17:02",0,100,35,1,"2022-04-20 17:02","R_zePasUeXLvyux5T",NA,NA,NA,NA,"anonymous","EN",10,10,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:02","2022-04-20 17:02",0,100,30,1,"2022-04-20 17:02","R_29gDUfzZZKkbRfM",NA,NA,NA,NA,"anonymous","EN",5,2,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:02","2022-04-20 17:03",0,100,23,1,"2022-04-20 17:03","R_2BrBY6zvicfIgJm",NA,NA,NA,NA,"anonymous","EN",3,5,3,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:02","2022-04-20 17:04",0,100,75,1,"2022-04-20 17:04","R_3lDBnSrFKt0gEs4",NA,NA,NA,NA,"anonymous","EN",2,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:03","2022-04-20 17:04",0,100,36,1,"2022-04-20 17:04","R_31ZT9CmZYzkHr55",NA,NA,NA,NA,"anonymous","EN",0,3,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:04","2022-04-20 17:05",0,100,60,1,"2022-04-20 17:05","R_9BlwWulvhdKGo1P",NA,NA,NA,NA,"anonymous","EN",5,6,0,1,"Use of Asian characteristics on robot",0,2,3,4,NA,1,NA
"2022-04-20 17:04","2022-04-20 17:05",0,100,34,1,"2022-04-20 17:05","R_1Kx21AYc8OzqTi4",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"Referring to the person as ""this""",0,2,3,4,NA,NA,1
"2022-04-20 17:04","2022-04-20 17:05",0,100,28,1,"2022-04-20 17:05","R_1OCUYpRyrrNZrJU",NA,NA,NA,NA,"anonymous","EN",8,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:05","2022-04-20 17:05",0,100,16,1,"2022-04-20 17:05","R_2VjxZ5NKTHeFckz",NA,NA,NA,NA,"anonymous","EN",6,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:05","2022-04-20 17:05",0,100,28,1,"2022-04-20 17:05","R_b2cFbfw7uRMnrPj",NA,NA,NA,NA,"anonymous","EN",2,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:05","2022-04-20 17:05",0,100,21,1,"2022-04-20 17:05","R_3rOhq9r0ukpv8F9",NA,NA,NA,NA,"anonymous","EN",9,2,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:05","2022-04-20 17:05",0,100,37,1,"2022-04-20 17:05","R_1gun4cWn1YEwzT0",NA,NA,NA,NA,"anonymous","EN",8,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:06","2022-04-20 17:06",0,100,23,1,"2022-04-20 17:06","R_p4R8JHzMvqduvvz",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 17:06","2022-04-20 17:06",0,100,44,1,"2022-04-20 17:06","R_OpeeTG8JpoaDz7r",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"There was a missing word in each of the sentences, i.e. ""do you think this ___ has a soul/etc.""",0,2,3,4,NA,NA,1
