"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","bot","benefits","human","comfort_1","likely_1","check","easy_1","PROLIFIC_PID","condition","bot.1","benefits.1","human.1","humans_DO_human"
"10/20/22 11:18","10/20/22 11:18",0,100,33,1,"10/20/22 11:18","R_31dEptsDN08jxej",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,9,9,"Vitamin shop",NA,"62961a74c04370f9348ecb21","person",NA,NA,1,1
"10/20/22 11:18","10/20/22 11:19",0,100,26,1,"10/20/22 11:19","R_3p8SjjE43gXiZlb",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,8,8,"health and wellness / herbal supplements",NA,"61153541b67ed34ecf2557d8","person",NA,NA,1,1
"10/20/22 11:18","10/20/22 11:19",0,100,37,1,"10/20/22 11:19","R_20MV4Lu2FJgEQO4",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,9,9,"health and wellness",NA,"55f5e5e132af740012171c62","person",NA,NA,1,1
"10/20/22 11:17","10/20/22 11:19",0,100,127,1,"10/20/22 11:19","R_Uno5cgOxQRM2b6h",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,7,8," health and wellness store",4,"5f32aab12a9f82000854c3ea","robot",NA,1,NA,NA
"10/20/22 11:18","10/20/22 11:19",0,100,30,1,"10/20/22 11:19","R_2CNCuvL1V6kNG4W",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"health and wellness store",NA,"5d62dd02d556f20015807921","person",NA,NA,1,1
"10/20/22 11:17","10/20/22 11:19",0,100,128,1,"10/20/22 11:19","R_2QPsMzT9Zy1Yyiv",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,0,0,"A health supplement/yoga store",3,"5e83a35304f8a80a13ac590e","robot",NA,1,NA,NA
"10/20/22 11:17","10/20/22 11:19",0,100,87,1,"10/20/22 11:19","R_10G8VGhKejsOFKU",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,0,0,"health and wellness",1,"5deec7e78b5f8b5683c0355a","robot",NA,1,NA,NA
"10/20/22 11:17","10/20/22 11:19",0,100,126,1,"10/20/22 11:19","R_3PipQvdc1jnGyDs",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,2,2,"A health store ",8,"5c6a617c4330ba000182510e","robot",1,NA,NA,NA
"10/20/22 11:18","10/20/22 11:19",0,100,60,1,"10/20/22 11:19","R_1OxFA6zq5o4ny8V",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,0,0,"health store",2,"5da6139c002c29001335b5a2","robot",1,NA,NA,NA
"10/20/22 11:19","10/20/22 11:19",0,100,43,1,"10/20/22 11:19","R_22V2pStF5RdPZAH",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,7,7,"health and wellness",NA,"6155e385b962144f4710b011","person",NA,NA,1,1
"10/20/22 11:19","10/20/22 11:20",0,100,46,1,"10/20/22 11:20","R_21v8veZ4X4KJJd0",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,10,10,"Health and Wellness ",NA,"614918a6dcc9c2fb0bde6331","person",NA,NA,1,1
"10/20/22 11:19","10/20/22 11:20",0,100,71,1,"10/20/22 11:20","R_29p2gbwZP8pNiO7",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,5,3,"health - vitamins",8,"60fef79fa408c9eae61e49c3","robot",1,NA,NA,NA
"10/20/22 11:19","10/20/22 11:20",0,100,69,1,"10/20/22 11:20","R_3EoPWkDa4aA6Gi0",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,7,7,"health and wellness store",NA,"60fdf439667428ddf589f80f","person",NA,NA,1,1
"10/20/22 11:19","10/20/22 11:20",0,100,83,1,"10/20/22 11:20","R_3kt6I3BcsQ2WadG",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,3,3,"Health and wellness ",4,"5fdba0fa8929f002d77a2aef","robot",1,NA,NA,NA
"10/20/22 11:18","10/20/22 11:20",0,100,130,1,"10/20/22 11:20","R_3njcclACNiN17uy",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,6,7,"health and wellness",8,"628fa75dcf7f7273127b4614","robot",1,NA,NA,NA
"10/20/22 11:20","10/20/22 11:20",0,100,32,1,"10/20/22 11:20","R_1LLuJ4WkOMEVEuA",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,9,9,"Health",NA,"60f728553a37102574b585c4","person",NA,NA,1,1
"10/20/22 11:19","10/20/22 11:20",0,100,59,1,"10/20/22 11:20","R_1IjgagmuxAG0a2H",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"health and wellness / vitamin store",NA,"5484739ffdf99b0379939c95","person",NA,NA,1,1
"10/20/22 11:18","10/20/22 11:20",0,100,143,1,"10/20/22 11:20","R_Y4g8Kd9cqllXVGp",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,8,7,"health and wellness",4,"62f8f6e9f4586438b191a9a4","robot",NA,1,NA,NA
"10/20/22 11:19","10/20/22 11:20",0,100,111,1,"10/20/22 11:20","R_4MdP4a2D7gxLNN7",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,6,4,"Wellness store",8,"57bca845e2101600015e8e88","robot",NA,1,NA,NA
"10/20/22 11:14","10/20/22 11:21",0,100,420,1,"10/20/22 11:21","R_3LiibB4HAN9Fk4m",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,10,10,"Health and wellness",NA,"5d510396f6725b001a4fc025","person",NA,NA,1,1
"10/20/22 11:19","10/20/22 11:21",0,100,88,1,"10/20/22 11:21","R_1kF8AKrjhJ6Sk5I",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,7,8,"Hospital ",5,"5e801ffa2b3c3870ecdf7865","robot",NA,1,NA,NA
"10/20/22 11:20","10/20/22 11:21",0,100,35,1,"10/20/22 11:21","R_272pBNQAaZkBnyr",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,9,8,"Health store",NA,"59d9d9cd8fd07a0001842484","person",NA,NA,1,1
"10/20/22 11:18","10/20/22 11:21",0,100,172,1,"10/20/22 11:21","R_2QM5C27lQ59oWWn",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,10,10,"Health n wellness store",3,"5e72ca5b264abb21732427cf","robot",NA,1,NA,NA
"10/20/22 11:20","10/20/22 11:21",0,100,84,1,"10/20/22 11:21","R_2VdUXfHyFwFIyYi",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,4,2,"wellness",6,"574cca765e5491000f3c89e0","robot",NA,1,NA,NA
"10/20/22 11:19","10/20/22 11:21",0,100,131,1,"10/20/22 11:21","R_124IH5TFF3xKpAr",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,5,5,"nutrition health and wellness store",5,"5e26ed82677d6f91fcf492f8","robot",NA,1,NA,NA
"10/20/22 11:21","10/20/22 11:21",0,100,33,1,"10/20/22 11:21","R_3oBdnof2KPjCqa9",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,8,7,"Health and wellness",NA,"60d3736964ea8092eba95633","person",NA,NA,1,1
"10/20/22 11:20","10/20/22 11:21",0,100,69,1,"10/20/22 11:21","R_1d01cfBVN1CVrQk",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,1,1,"grocery store",7,"59c3289b8e6ea10001f7b926","robot",NA,1,NA,NA
"10/20/22 11:21","10/20/22 11:22",0,100,38,1,"10/20/22 11:22","R_2dykKX73jGc5xLs",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,10,6,"Health and vitamin. ",NA,"600b867e297f072364af7a99","person",NA,NA,1,1
"10/20/22 11:20","10/20/22 11:22",0,100,102,1,"10/20/22 11:22","R_2QPClZ3sldIYfP0",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,10,10,"Health and wellness store",7,"5d547584d98e450001b3ea7e","robot",1,NA,NA,NA
"10/20/22 11:21","10/20/22 11:22",0,100,69,1,"10/20/22 11:22","R_2qkPNAf1DwRgfNC",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,6,5,"Health and wellness",7,"60566620bb888e88b6c157ee","robot",NA,1,NA,NA
"10/20/22 11:21","10/20/22 11:22",0,100,35,1,"10/20/22 11:22","R_NUzZlevLowCeEmt",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,6,6,"Health and wellness store ",NA,"5e3dde6752592c000c7fd10b","person",NA,NA,1,1
"10/20/22 11:21","10/20/22 11:22",0,100,81,1,"10/20/22 11:22","R_2bK4eKXVHykgVk6",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,9,8,"Health and Wellness",NA,"6166c0eb123b6e8b34628249","person",NA,NA,1,1
"10/20/22 11:20","10/20/22 11:22",0,100,114,1,"10/20/22 11:22","R_25tnHsZoR6AAlfB",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,10,8,"Health and Wellness",10,"5df3a2877bf57228142c3732","robot",NA,1,NA,NA
"10/20/22 11:19","10/20/22 11:23",0,100,224,1,"10/20/22 11:23","R_9uBDzEC4AfdLd3r",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,3,4,"Health and wellness",5,"606734f4935218ab9f94703c","robot",1,NA,NA,NA
"10/20/22 11:21","10/20/22 11:23",0,100,90,1,"10/20/22 11:23","R_3r1goAaS9sU43qq",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,5,6,"Health and wellness store",3,"5bf56634bc65dd0001f65843","robot",NA,1,NA,NA
"10/20/22 11:21","10/20/22 11:23",0,100,116,1,"10/20/22 11:23","R_3prNWjbC4P8mJVZ",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,8,6,"Health and Wellness",9,"56a1baeee1e5a6000c8fba3e","robot",1,NA,NA,NA
"10/20/22 11:21","10/20/22 11:23",0,100,157,1,"10/20/22 11:23","R_2y1HWGAFT4d1lzY",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,0,0,"Health & wellness store",7,"5ca8ffbec942ab0016cfe9d2","robot",1,NA,NA,NA
"10/20/22 11:21","10/20/22 11:23",0,100,138,1,"10/20/22 11:23","R_2TY4eLHGnHy66Dj",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,5,4,"Yoga",4,"5fca054298bccf24d97f2530","robot",1,NA,NA,NA
"10/20/22 11:22","10/20/22 11:23",0,100,64,1,"10/20/22 11:23","R_3ReBNUfQeph7nLo",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,7,5,"Health and wellness ",NA,"6289830ab45711e64f6d6546","person",NA,NA,1,1
"10/20/22 11:23","10/20/22 11:24",0,100,37,1,"10/20/22 11:24","R_3m38bz1WgsCXi5B",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,7,7,"Health store",NA,"5c6f64cdcacbc8000113ed19","person",NA,NA,1,1
"10/20/22 11:22","10/20/22 11:24",0,100,93,1,"10/20/22 11:24","R_32YjtoQQXuGJiih",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,0,0,"health and wellness",5,"59987f73638529000144f126","robot",1,NA,NA,NA
"10/20/22 11:03","10/20/22 11:24",0,100,1260,1,"10/20/22 11:24","R_3gMKcvOFwQJUMJ5",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,4,4,"Health and wellness- selling herbal supplements",6,"6107635aeaf5fe6c4d4aac77","robot",NA,1,NA,NA
"10/20/22 11:22","10/20/22 11:24",0,100,127,1,"10/20/22 11:24","R_3hliCPOdyn1Tz4q",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,0,0,"yoga and wellness ",4,"62a4b2a2831b53dc1beeaab3","robot",NA,1,NA,NA
"10/20/22 11:20","10/20/22 11:24",0,100,228,1,"10/20/22 11:24","R_1ODeic2Z0mcNUAz",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,0,0,"Health and Wellness ",7,"6266b47e6da251268380b62b","robot",1,NA,NA,NA
"10/20/22 11:22","10/20/22 11:24",0,100,123,1,"10/20/22 11:24","R_00r7b1bHHok1FyF",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,0,0,"health food store",9,"5994ce3dc825cf0001d7dd2d","robot",1,NA,NA,NA
"10/20/22 11:23","10/20/22 11:24",0,100,48,1,"10/20/22 11:24","R_1LGS5W7RHiFSq8o",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"a health and wellness store",NA,"62fe34c166ae3fc3ec3db936","person",NA,NA,1,1
"10/20/22 11:23","10/20/22 11:24",0,100,98,1,"10/20/22 11:24","R_3DnzfNWs7TDg0as",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,8,9,"wellness store ",9,"60e63a06acbec5f0fc85e71a","robot",1,NA,NA,NA
"10/20/22 11:23","10/20/22 11:24",0,100,113,1,"10/20/22 11:24","R_1pSzKECzDNNl9yd",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,7,5,"coffee",9,"5e31dc7d16d4ec1c6bf8da23","robot",NA,1,NA,NA
"10/20/22 11:24","10/20/22 11:25",0,100,51,1,"10/20/22 11:25","R_1Mv6ln131dfh13X",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,6,6,"Health and wellness ",NA,"5f9b701704aa55229049cee0","person",NA,NA,1,1
"10/20/22 11:22","10/20/22 11:25",0,100,211,1,"10/20/22 11:25","R_3D0b9X86kzmIqDN",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,8,9,"Health and Wellness Store",9,"62a1e94001b65f26e2263be1","robot",1,NA,NA,NA
"10/20/22 11:25","10/20/22 11:25",0,100,27,1,"10/20/22 11:25","R_1hzIXcaQiHFqptL",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,10,10,"Health and Wellness store",NA,"5fbd96ac16525a1cdf4b52b0","person",NA,NA,1,1
"10/20/22 11:22","10/20/22 11:25",0,100,211,1,"10/20/22 11:25","R_1pDmY0QxmHCZ6NF",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,2,3,"Health",9,"56f2a06ced0cf6000b9109fd","robot",NA,1,NA,NA
"10/20/22 11:24","10/20/22 11:26",0,100,90,1,"10/20/22 11:26","R_1Cf1vijRITME519",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,6,7,"health",4,"5f47f49560be64128162a5f4","robot",1,NA,NA,NA
"10/20/22 11:24","10/20/22 11:26",0,100,131,1,"10/20/22 11:26","R_OHxnnfbMN5aaTbb",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,7,7,"Vitamin, health and wellness",8,"586935b7e16d530001b34787","robot",NA,1,NA,NA
"10/20/22 11:25","10/20/22 11:26",0,100,70,1,"10/20/22 11:26","R_2P8dynJ30Qw5IyN",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,10,10,"Health and Wellness",10,"5d19ec7e1a4be7001a637893","robot",1,NA,NA,NA
"10/20/22 11:24","10/20/22 11:26",0,100,124,1,"10/20/22 11:26","R_24uZjuOiSqJu4Q4",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,4,2,"Health ",8,"5eb080ccaf87d11143472477","robot",1,NA,NA,NA
"10/20/22 11:25","10/20/22 11:26",0,100,42,1,"10/20/22 11:26","R_1K73NqsUDh8XvNO",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,4,4,"Health and wellness store",NA,"558ffe16fdf99b3f7aada34d","person",NA,NA,1,1
"10/20/22 11:24","10/20/22 11:26",0,100,112,1,"10/20/22 11:26","R_Tcs6Rl0i7ZjrvDr",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,4,4,"Health/wellness ",3,"5fa0adf677c87511c18c2475","robot",NA,1,NA,NA
"10/20/22 11:24","10/20/22 11:27",0,100,144,1,"10/20/22 11:27","R_OlGGlEeqnrcl9ER",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,3,4,"wellness/health food",6,"5eb6b8ee9351615bd9d99fde","robot",NA,1,NA,NA
"10/20/22 11:25","10/20/22 11:27",0,100,112,1,"10/20/22 11:27","R_1eENqhDBhaCtIcH",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,9,9,"health and wellness store",NA,"6119b49f27559993be13f40b","person",NA,NA,1,1
"10/20/22 11:26","10/20/22 11:27",0,100,51,1,"10/20/22 11:27","R_3frvjVFLBRFAWXP",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,6,7,"Health and wellness ",6,"5d464588da9cb60015aa454e","robot",1,NA,NA,NA
"10/20/22 11:25","10/20/22 11:27",0,100,110,1,"10/20/22 11:27","R_2Ui8v8mX7IywMx5",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,6,3,"health and wellness store",4,"61005846cbe173e04d3ad69d","robot",1,NA,NA,NA
"10/20/22 11:26","10/20/22 11:27",0,100,72,1,"10/20/22 11:27","R_OiMFjsefrX7aj97",NA,NA,NA,NA,"anonymous","EN",NA,NA,1,7,8,"health and wellness",NA,"5cb128db0d14d3001838eef5","person",NA,NA,1,1
"10/20/22 11:25","10/20/22 11:27",0,100,131,1,"10/20/22 11:27","R_pQRjJUDkHEQVa8N",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,2,2,"health and wellness",7,"60fd0444de0b114bfe3440d5","robot",NA,1,NA,NA
"10/20/22 11:25","10/20/22 11:27",0,100,128,1,"10/20/22 11:27","R_UX9bAojPQSNbOCd",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,9,10,"Health store",10,"62e7f798dcd4c1db5abbc023","robot",NA,1,NA,NA
"10/20/22 11:27","10/20/22 11:28",0,100,63,1,"10/20/22 11:28","R_2498cz4uv2ksssE",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,10,10,"A yoga and health store",NA,"558a035bfdf99b2d75651378","person",NA,NA,1,1
"10/20/22 11:23","10/20/22 11:28",0,100,291,1,"10/20/22 11:28","R_1Hctw3ym9Me0MF6",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,9,9,"A health and wellness store selling vitamins and supplements.",8,"59ff81fd5d06850001afeeab","robot",NA,1,NA,NA
"10/20/22 11:25","10/20/22 11:28",0,100,183,1,"10/20/22 11:28","R_82iQ5f0NokoohHj",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,5,5,"pharmacy",6,"62ac8d659c88fde55ead0662","robot",1,NA,NA,NA
"10/20/22 11:27","10/20/22 11:28",0,100,25,1,"10/20/22 11:28","R_3DnIjmZcLOQH4Ef",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,10,10,"Health and Wellness",NA,"60feba907cda681c2cf6cb07","person",NA,NA,1,1
"10/20/22 11:26","10/20/22 11:28",0,100,133,1,"10/20/22 11:28","R_20ZNeBmHtUqMTAC",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,2,2,"A health store",7,"614f7ad0514948b4efe25e13","robot",NA,1,NA,NA
"10/20/22 11:27","10/20/22 11:29",0,100,90,1,"10/20/22 11:29","R_2xXnIMiblDDgm7I",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,3,6,"health/wellness",10,"5e84c49534d5d90891d74dc6","robot",1,NA,NA,NA
"10/20/22 11:27","10/20/22 11:29",0,100,171,1,"10/20/22 11:29","R_1fg8t9x9XsZQ2id",NA,NA,NA,NA,"anonymous","EN",1,NA,NA,0,0,"grocery",7,"5c4c7a1a9446be00017e6b4a","robot",1,NA,NA,NA
"10/20/22 11:25","10/20/22 11:30",0,100,266,1,"10/20/22 11:30","R_2q4PXZyeICvTkEa",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,8,6,"health store",4,"617078fb6641a57cb762a401","robot",NA,1,NA,NA
"10/20/22 11:30","10/20/22 11:32",0,100,105,1,"10/20/22 11:32","R_2b0DLcHOijXZqnQ",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,5,6,"health and wellness",10,"628dfaf2fdd97303f3087572","robot",NA,1,NA,NA
"10/20/22 11:31","10/20/22 11:32",0,100,30,1,"10/20/22 11:32","R_rqGxQH6ISPQtt6x",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,7,8,"Health and wellness store",NA,"6107acfe97c63575a2344e36","person",NA,NA,1,1
"10/20/22 11:31","10/20/22 11:32",0,100,85,1,"10/20/22 11:32","R_21iCVG1GgGChNyQ",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,5,6,"Wellness (vitamins, etc)",7,"611c2569a165706dc3404885","robot",1,NA,NA,NA
"10/20/22 11:30","10/20/22 11:34",0,100,205,1,"10/20/22 11:34","R_3hcKYZ2VnCCvCop",NA,NA,NA,NA,"anonymous","EN",NA,1,NA,3,5,"A health and wellness store",3,"5f8a1fcf2773900d456a3e70","robot",NA,1,NA,NA
